,Unnamed: 0,update,gender,region,age,RegionAgeRank,teamName,score,avgAgeScore,ageAdjScore,DCFCflag,SOCSflag,WESTflag,Nationalsflag,Liverpoolflag,Vardarflag,Wolvesflag,ROFCflag,MLSNextflag,MIDWESTflag,JAGSflag,MICHUnitedflag,WAZAflag,PATOS_MAGICflag,MI_STARS_ELITEflag,TROY_SCflag,club
0,0,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,1,MICHIGAN WOLVES MLS NEXT [41],42.58,38.51191489361701,4.068085106382988,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Wolves
1,1,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,2,MIDWEST UNITED MLS NEXT [44],42.53,38.51191489361701,4.0180851063829905,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,MIDWEST
2,2,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,3,VARDAR MLS NEXT [52],42.36,38.51191489361701,3.848085106382989,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Vardar
3,3,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,4,KINGDOM SC RED MI [60],42.25,38.51191489361701,3.7380851063829894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
4,4,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,5,NATIONALS UNION BLACK MI WC2 [64],42.17,38.51191489361701,3.658085106382991,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Nationals
5,5,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,6,VARDAR SC ECNL [159],41.1,38.51191489361701,2.588085106382991,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Vardar
6,6,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,7,MICHIGAN RUSH LANSING [205],40.78,38.51191489361701,2.2680851063829905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
7,7,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,8,MICHIGAN JAGUARS NOVI GREEN [253],40.53,38.51191489361701,2.0180851063829905,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,JAGS
8,8,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,9,CANTON SC WEST MAROON [266],40.47,38.51191489361701,1.9580851063829883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
9,9,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,10,MICHIGAN WOLVES ECNL [289],40.32,38.51191489361701,1.8080851063829897,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wolves
10,10,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,11,MIDWEST UNITED FC ROYAL [291],40.3,38.51191489361701,1.7880851063829866,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,MIDWEST
11,11,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,12,TKO PREMIER SC BLUE [300],40.25,38.51191489361701,1.7380851063829894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
12,12,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,13,TRAVERSE BAY AREA YS NORTH STORM [317],40.15,38.51191489361701,1.638085106382988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
13,13,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,14,LIVERPOOL FC IA MICHIGAN ANN ARBOR B ACADEMY [389],39.79,38.51191489361701,1.2780851063829886,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Liverpool
14,14,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,15,MICHIGAN TIGERS FC GOLD [409],39.72,38.51191489361701,1.2080851063829883,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
15,15,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,16,MICHIGAN FIRE JUNIORS NAVY [445],39.61,38.51191489361701,1.0980851063829888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
16,16,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,17,MICHIGAN RUSH DOWNRIVER [501],39.42,38.51191489361701,0.9080851063829911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
17,17,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,18,UNITED FC MICHIGAN GR [598],39.1,38.51191489361701,0.5880851063829908,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,MICHUnited
18,18,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,19,RAPIDS FC GREEN [607],39.07,38.51191489361701,0.5580851063829897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
19,19,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,20,KINGDOM SC BLACK [623],39.01,38.51191489361701,0.4980851063829874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
20,20,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,21,MICHIGAN WOLVES HAWKS EAST SC SPORTING MICHIGAN [633],38.98,38.51191489361701,0.4680851063829863,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wolves
21,21,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,22,MICHIGAN POWER FA MI BLACK [657],38.9,38.51191489361701,0.388085106382988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
22,22,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,23,MICHIGAN FIRE JUNIORS WHITE [779],38.55,38.51191489361701,0.03808510638298657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
23,23,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,24,MICHIGAN WOLVES BLACK [849],38.34,38.51191489361701,-0.17191489361700718,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wolves
24,24,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,25,MICHIGAN REVOLUTION REV EAGLES [850],38.33,38.51191489361701,-0.1819148936170123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
25,25,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,26,BC FIRE SC BLUE [888],38.22,38.51191489361701,-0.29191489361701173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
26,26,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,27,NATIONALS CAPITAL AREA BLACK [923],38.11,38.51191489361701,-0.40191489361701116,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Nationals
27,27,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,28,MICHIGAN STARS ELITE SC LIGHTNING WHITE [928],38.1,38.51191489361701,-0.41191489361700917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,MI_STARS_ELITE
28,28,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,29,PASS FC PREMIER [966],37.96,38.51191489361701,-0.5519148936170097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
29,29,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,30,PORTAGE SC GREEN [1048],37.74,38.51191489361701,-0.7719148936170086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
30,30,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,31,MICHIGAN JAGUARS DEARBORN GREEN [1084],37.6,38.51191489361701,-0.9119148936170092,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,JAGS
31,31,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,32,NATIONALS MACOMB BLACK [1085],37.6,38.51191489361701,-0.9119148936170092,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Nationals
32,32,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,33,NATIONALS NORTH OAKLAND SELECT BLACK [1105],37.5,38.51191489361701,-1.0119148936170106,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Nationals
33,33,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,34,HOLLAND ROVERS FC [1121],37.45,38.51191489361701,-1.0619148936170077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
34,34,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,35,NATIONALS SAINT CLAIR BLACK [1150],37.35,38.51191489361701,-1.1619148936170092,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Nationals
35,35,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,36,LIVERPOOL FC IA MICHIGAN CENTRAL B ACADEMY [1163],37.3,38.51191489361701,-1.2119148936170134,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Liverpool
36,36,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,37,LIVERPOOL FC MI CENTRAL B PREMIER [1191],37.2,38.51191489361701,-1.3119148936170077,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Liverpool
37,37,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,38,MICHIGAN JAGUARS WHITE [1211],37.15,38.51191489361701,-1.361914893617012,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,JAGS
38,38,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,39,EASTSIDE FC GREEN [1226],37.1,38.51191489361701,-1.4119148936170092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
39,39,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,40,SAGINAW TOWNSHIP SA MICHIGAN WOLVES NORTH [1502],35.87,38.51191489361701,-2.641914893617013,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wolves
40,40,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,41,TKO PREMIER SC WHITE [1536],35.7,38.51191489361701,-2.8119148936170077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
41,41,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,42,MICHIGAN JAGUARS BLACK [1567],35.49,38.51191489361701,-3.0219148936170086,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,JAGS
42,42,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,43,DETROIT CITY FC GENESEE YOUTH MAROON [1632],35.08,38.51191489361701,-3.4319148936170123,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,DCFC
43,43,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,44,MICHIGAN BURN MI BLACK [1641],35.0,38.51191489361701,-3.5119148936170106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
44,44,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,45,THUNDERCATS SC ORANGE [1664],34.69,38.51191489361701,-3.821914893617013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
45,45,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,46,FORCE SC GREEN [1707],33.99,38.51191489361701,-4.521914893617009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
46,46,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2003,47,WW ARSENAL WAYNE WESTLAND ARSENAL [1740],33.25,38.51191489361701,-5.261914893617011,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
47,47,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,1,NATIONALS UNION BLACK MI WC2 [33],42.43,37.755624999999995,4.674375000000005,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Nationals
48,48,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,2,MICHIGAN JAGUARS NOVI GREEN [83],41.8,37.755624999999995,4.044375000000002,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,JAGS
49,49,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,3,VARDAR MLS NEXT [89],41.72,37.755624999999995,3.964375000000004,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Vardar
50,50,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,4,MICHIGAN WOLVES MLS NEXT [145],41.27,37.755624999999995,3.5143750000000082,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Wolves
51,51,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,5,MIDWEST UNITED FC ROYAL [158],41.17,37.755624999999995,3.414375000000007,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,MIDWEST
52,52,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,6,MICHIGAN WOLVES ECNL [238],40.63,37.755624999999995,2.8743750000000077,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wolves
53,53,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,7,MICHIGAN FIRE JUNIORS NAVY [240],40.62,37.755624999999995,2.8643750000000026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
54,54,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,8,VARDAR SC ECNL [262],40.5,37.755624999999995,2.744375000000005,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Vardar
55,55,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,9,MICHIGAN WOLVES HAWKS EAST SC SPORTING MICHIGAN [339],40.17,37.755624999999995,2.414375000000007,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wolves
56,56,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,10,LIVERPOOL FC IA MICHIGAN CENTRAL B ACADEMY MI [479],39.63,37.755624999999995,1.8743750000000077,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Liverpool
57,57,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,11,TROY SC DRAGONS [491],39.6,37.755624999999995,1.8443750000000065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,TROY_SC
58,58,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,12,SCOR MEULENSTEEN BLACK [507],39.52,37.755624999999995,1.7643750000000082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
59,59,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,13,MICHIGAN FIRE JUNIORS ELITE [581],39.28,37.755624999999995,1.5243750000000063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
60,60,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,14,MAFC LEGACY SOCCER ORGANIZATION BLACK [593],39.24,37.755624999999995,1.484375000000007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
61,61,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,15,MICHIGAN RUSH NORTHVILLE [612],39.19,37.755624999999995,1.4343750000000028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
62,62,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,16,LIVERPOOL FC IA MICHIGAN CENTRAL B PREMIER [616],39.17,37.755624999999995,1.4143750000000068,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Liverpool
63,63,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,17,HOLLAND ROVERS FC STRUIKROVERS [651],39.07,37.755624999999995,1.3143750000000054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
64,64,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,18,MICHIGAN RUSH JACKSON [653],39.07,37.755624999999995,1.3143750000000054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
65,65,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,19,ROYAL OAK FC GREEN [670],39.0,37.755624999999995,1.2443750000000051,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ROFC
66,66,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,20,HURON SA CHIEFS RED [724],38.87,37.755624999999995,1.1143750000000026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
67,67,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,21,NATIONALS UNION RED MI [753],38.79,37.755624999999995,1.0343750000000043,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Nationals
68,68,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,22,TKO PREMIER SC BLUE [832],38.59,37.755624999999995,0.8343750000000085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
69,69,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,23,MFA REVOLUTION BLACK [871],38.52,37.755624999999995,0.7643750000000082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
70,70,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,24,MIDLAND SC FUSION GREEN [873],38.51,37.755624999999995,0.7543750000000031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
71,71,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,25,MICHIGAN WOLVES BLACK [876],38.51,37.755624999999995,0.7543750000000031,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Wolves
72,72,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,26,PORTAGE SC GREEN [903],38.43,37.755624999999995,0.6743750000000048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
73,73,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,27,SOUTH OAKLAND COUNTY SOCCER FORCE [947],38.34,37.755624999999995,0.5843750000000085,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,DCFC_SOCS
74,74,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,28,MICHIGAN TIGERS FC GOLD [991],38.22,37.755624999999995,0.464375000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
75,75,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,29,MICHIGAN JAGUARS CW3 GREEN [1044],38.11,37.755624999999995,0.35437500000000455,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,JAGS
76,76,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,30,LIVERPOOL FC IA MICHIGAN ANN ARBOR ACADEMY [1061],38.06,37.755624999999995,0.3043750000000074,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Liverpool
77,77,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,31,MICHIGAN REVOLUTION MI REV EAGLES [1143],37.83,37.755624999999995,0.07437500000000341,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
78,78,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,32,LA FORZA SC BLUE [1147],37.82,37.755624999999995,0.0643750000000054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
79,79,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,33,UNITED FC MICHIGAN GR [1173],37.77,37.755624999999995,0.014375000000008242,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,MICHUnited
80,80,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,34,CANTON SC WEST ROUGE [1187],37.75,37.755624999999995,-0.005624999999994884,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
81,81,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,35,SAILOR SC W MI STORM MCFARLAND [1260],37.58,37.755624999999995,-0.1756249999999966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
82,82,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,36,KINGDOM SC RED [1270],37.57,37.755624999999995,-0.1856249999999946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
83,83,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,37,CAP CITY ATHLETIC GREY MI [1276],37.56,37.755624999999995,-0.1956249999999926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
84,84,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,38,FARMINGTON SC [1303],37.49,37.755624999999995,-0.2656249999999929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
85,85,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,39,VARDAR MID MICHIGAN MM [1315],37.45,37.755624999999995,-0.30562499999999204,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Vardar
86,86,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,40,NATIONALS MACOMB BLACK [1328],37.41,37.755624999999995,-0.3456249999999983,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Nationals
87,87,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,41,MICHIGAN JAGUARS WHITE [1361],37.33,37.755624999999995,-0.4256249999999966,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,JAGS
88,88,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,42,SCOR MEULENSTEEN ORANGE [1370],37.31,37.755624999999995,-0.4456249999999926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
89,89,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,43,SPORTING MICHIGAN BLUE [1410],37.23,37.755624999999995,-0.525624999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
90,90,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,44,MIDWEST UNITED FC ACADEMY [1417],37.22,37.755624999999995,-0.535624999999996,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,MIDWEST
91,91,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,45,PLYMOUTH SC REIGN GREEN [1608],36.65,37.755624999999995,-1.1056249999999963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
92,92,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,46,THUNDERCATS SC ORANGE [1690],36.44,37.755624999999995,-1.3156249999999972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
93,93,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,47,MICHIGAN RUSH LANSING [1701],36.39,37.755624999999995,-1.3656249999999943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
94,94,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,48,PASS FC PREMIER [1773],36.19,37.755624999999995,-1.5656249999999972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
95,95,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,49,MICHIGAN FIRE JUNIORS WHITE [1803],36.09,37.755624999999995,-1.6656249999999915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
96,96,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,50,PETOSKEY LAKERS [1805],36.09,37.755624999999995,-1.6656249999999915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
97,97,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,51,MICHIGAN REVOLUTION REV LIGHTNING WHITE [1810],36.07,37.755624999999995,-1.6856249999999946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
98,98,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,52,LIVERPOOL FC IA MICHIGAN ANN ARBOR B PREMIER [1841],35.94,37.755624999999995,-1.8156249999999972,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Liverpool
99,99,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,53,ROMEO FC RED BULLS [1892],35.75,37.755624999999995,-2.005624999999995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
100,100,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,54,CLAWSON STRIKERS SC SOCCER STRIKERS [1978],35.44,37.755624999999995,-2.315624999999997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
101,101,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,55,MFA REVOLUTION VOLT [1981],35.4,37.755624999999995,-2.3556249999999963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
102,102,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,56,WAYNE WESTLAND ARSENAL [2013],35.27,37.755624999999995,-2.4856249999999918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
103,103,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,57,TSC SPURS [2032],35.18,37.755624999999995,-2.575624999999995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
104,104,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,58,MICHIGAN POWER FA MI BLACK [2050],35.1,37.755624999999995,-2.6556249999999935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
105,105,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,59,BAY AREA SA [2117],34.8,37.755624999999995,-2.9556249999999977,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
106,106,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,60,UNITED FC MICHIGAN WH [2130],34.72,37.755624999999995,-3.035624999999996,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,MICHUnited
107,107,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,61,VARDAR MICHIGAN NORTH [2178],34.34,37.755624999999995,-3.4156249999999915,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Vardar
108,108,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,62,TKO PREMIER SC WHITE [2206],34.18,37.755624999999995,-3.575624999999995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
109,109,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,63,FC MIDLAND [2211],34.17,37.755624999999995,-3.585624999999993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
110,110,Last updated: Tue 28 Dec 2021 5:19 AM PST,Boys,Michigan,2004,64,CHAOS SOCCER FC MAYHEM [2343],30.8,37.755624999999995,-6.955624999999994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other
